"OnlineNews","Volunteered","Election","ImproveCommunity","Responsibility","Differences","OnlineGame","Fighting","Puzzle","Action","1stShooter","Strategy","Simulations","Sports","RolePlay","Adventure","Racing","Rhythm","Survival","VirtualWorld","MMOG","3Games","HowOften","ParentsKnow","ParentsTalk","HelpOthers","LearnProblem","ExploreIssue","MoralIssue","Decisions","ManageGroup","OthersMean","OthersHateful","OthersIntercede","OthersHelpful"
"Yes","Yes, have done this, but not in last 12 months","No, have not done this","Strongly agree","Disagree","Strongly agree","Yes","No","Yes","No","No","No","No","Yes","No","Yes","Yes","Yes","No","No","No","SUPER MARIO 3, NARNIA, YUOHSEE ISLAND","3-5 days a week","Yes","Yes","Often","Sometimes","Never","Never","Never","Never","Sometimes","Never",,"Often"
"Yes","No, have not done this","No, have not done this","Agree","Disagree","Strongly agree","Yes","No","Yes","Yes","No","No","Yes","No","Yes","Yes","No","No","No","Yes","Yes","ROLLER COASTER TYCON, SOLITARE, ZOOMBINIS","Several times a day","Yes","Yes","Does not apply","Never","Never","Sometimes","Sometimes","Never","Sometimes","Never",,"Sometimes"
"Yes","Yes","No, have not done this","Agree","Agree","Strongly agree","Yes","Yes","No","Yes","Yes","No","No","Yes","No","Yes","No","No","Yes","No","No","HALO 3, CALL OF DUTY 4, ASSASIN'S CREED","1-2 days a week","Yes","Yes","Often","Sometimes","Sometimes","Never","Never","Never","Sometimes","Sometimes","Sometimes","Never"
"Yes","Yes","No, have not done this","Strongly agree","Strongly agree","Agree","Yes","No","Yes","Yes","No","Yes","Yes","Yes","No","Yes","Yes","No","No","No","No","TETRIS","1-2 days a week","Yes","No","Never","Never","Never","Never","Never","Never","Sometimes","Sometimes","Never","Sometimes"
"Yes","No, have not done this","No, have not done this","Strongly agree","Agree","Strongly agree","Yes","No","Yes","No","No","Yes","Yes","No","No","No","No","Yes","Yes","No","No","DANCE DANCE REVOLUTION, GUITAR HERO, BEJWELED","1-2 days a week","Yes","No","Sometimes","Sometimes","Never","Sometimes","Never","Never","Often","Sometimes","Often","Sometimes"
"Yes","Yes","No, have not done this","Strongly agree","Disagree","Strongly agree","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","No","Yes","No","No","MADDEN, HALO, GUITAR HERO","1-2 days a week","Yes","Yes","Never","Never","Never","Never","Never","Never","Never","Never",,"Never"
"Yes","Yes","No, have not done this","Agree","Disagree","Agree","Yes","Yes","Yes","No","Yes","Yes","No","Yes","Yes","Yes","No","Yes","Yes","No","No","DANCE DANCE REVOLUTION, SOLITAIRE, SOME FIGHTING GAME IM NOT SURE THE NAME OF","1-2 days a week","Yes","No","Never","Sometimes","Often","Sometimes","Never","Never","Often","Sometimes","Often","Sometimes"
"No","Yes","No, have not done this","Agree","Disagree","Strongly agree","Yes","No","Yes","No","No","No","Yes","No","No","No","No","Yes","No","No","No"," ","3-5 days a week","Yes","No","Never","Never","Never","Never","Never","Never","Sometimes","Never",,"Sometimes"
"Yes","Yes","No, have not done this","Agree","Agree","Agree","No","No","Yes","Yes","No","Yes","Yes","No","No","No","No","Yes","No","No","No","GUITAR HERO, THE SIMS, DANCE DANCE REVOLUTION","Less often","Yes","Yes","Does not apply","Never","Never","Never","Never","Never","Never","Never",,"Never"
"No","No, have not done this","Yes, have done this, but not in last 12 months","Strongly agree","Neither agree nor disagree","Strongly agree","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","No","No","SPORTS, RACING, SURVIAL HORROR GAME","About once a day","Yes","Yes","Often","Often","Sometimes","Often","Sometimes","Sometimes","Never","Sometimes","Sometimes","Often"
"Yes","No, have not done this","No, have not done this","Agree","Disagree","Agree","Yes","No","Yes","Yes","No","Yes","Yes","Yes","No","Yes","No","Yes","No","No","No","DOUBLE TROULBE, FLIP WORDS, JIG SAW PUZZLES","3-5 days a week","Yes","Yes","Does not apply","Sometimes","Sometimes","Often","Sometimes","Never","Never","Never",,"Sometimes"
"Yes","Yes","No, have not done this","Agree","Agree","Agree","No","No","Yes","No","No","No","Yes","No","No","No","No","Yes","No","No","No","GUITER HERO","Every few weeks","Yes","No","Often","Never","Never","Never","Never","Never","Never","Refused",,"Never"
"No","No, have not done this","No, have not done this","Agree","Disagree","Agree","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","No","Yes","Yes","Yes","No","No","Yes","STAR CRAFT, RATCHET & CLANK, DYNASTY WARRIORS","Several times a day","Yes","Yes","Often","Sometimes","Never","Sometimes","Sometimes","Never","Often","Often","Often","Often"
"No","Yes","No, have not done this","Strongly agree","Disagree","Agree","Yes","No","Yes","No","No","No","Yes","Yes","No","No","No","Yes","No","No","No","SOLITAIRE","1-2 days a week","Yes","Yes","Never","Never","Never","Never","Sometimes","Never","Sometimes","Never",,"Sometimes"
"No","Yes","Yes","Agree","Agree","Strongly agree","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","No","No","GUITAR HERO, MARIO AND SONIC OLYMPICS FOR THE WII, FIFA 08","About once a day","Yes","No","Does not apply","Never","Never","Never","Does not apply","Never","Sometimes","Sometimes","Sometimes","Sometimes"
"No","Yes","Yes, have done this, but not in last 12 months","Strongly agree","Disagree","Strongly agree","Yes","Yes","Yes","Yes","No","Yes","Yes","No","Yes","Yes","No","No","No","Yes","Yes","RUNESCAPE, THE SIMS, SOUL CALIBUR","About once a day","Yes","Yes","Sometimes","Never","Sometimes","Often","Often","Sometimes","Sometimes","Often","Often","Often"
"Yes","Yes","Yes, have done this, but not in last 12 months","Strongly agree","Agree","Strongly agree","Yes","No","Yes","Yes","No","Yes","Yes","No","Yes","Yes","Yes","No","No","No","No","GUITAR HERO, WII BOWLING, HALO 3","Less often","Yes","Yes","Does not apply","Sometimes","Sometimes","Sometimes","Sometimes","Never","Sometimes","Sometimes","Sometimes","Sometimes"
"Yes","Yes","No, have not done this","Strongly agree","Agree","Agree","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","No","No","Yes","ASSASSIN'S CREED, TONY HAWKS AMERICAN WASTELAND, GUITAR HERO","1-2 days a week","Yes","Yes","Sometimes","Sometimes","Often","Sometimes","Sometimes","Don't know","Never","Sometimes","Never","Often"
"Yes","No, have not done this","No, have not done this","Agree","Neither agree nor disagree","Agree","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","No","Yes","HALO, GUITAR HERO, NEED FOR SPEED: CARBON","About once a day","No","No","Never","Never","Never","Never","Never","Does not apply","Often","Often","Never","Sometimes"
"Yes","Yes, have done this, but not in last 12 months","No, have not done this","Strongly agree","Agree","Strongly agree","Yes","No","No","No","No","No","No","Yes","Yes","No","Yes","Yes","No","No","No","GUITAR HERO 3, PRO STREET NEED FOR SPEED, JUICED 2","3-5 days a week","No","No","Never","Never","Never","Never","Never","Never","Sometimes","Sometimes","Never","Sometimes"
"Yes","Yes","Yes","Disagree","Agree","Agree","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","GEARS OF WAR, ASSASIN'S CREED, HALO 3","Several times a day","Yes","No","Sometimes","Often","Never","Never","Never","Often","Often","Often","Never","Sometimes"
"Yes","Yes","No, have not done this","Strongly agree","Strongly agree","Strongly agree","Yes","Yes","Yes","Yes","No","Yes","No","No","No","No","No","Yes","No","No","No","DK","1-2 days a week","No","Yes","Sometimes","Never","Sometimes","Never","Never","Never","Never","Never",,"Never"
"No","No, have not done this","No, have not done this","Agree","Disagree","Strongly agree","Yes","No","No","Yes","No","Yes","No","Yes","No","Yes","Yes","Yes","No","No","No","TONY HAWK PROSKATER, GUITAR HERO, ZELDA","3-5 days a week","Yes","Yes","Never","Never","Sometimes","Never","Never","Never","Never","Never",,"Never"
"Yes","Yes","Yes","Strongly agree","Strongly agree","Strongly agree","No","Yes","Yes","No","No","Yes","No","Yes","Yes","No","No","Yes","No","No","No","CALL OF DUTY 4, HALO 3, GUITAR HERO 3","Every few weeks","Yes","No","Sometimes","Often","Often","Often","Often","Never","Never","Never",,"Often"
"Yes","Yes","No, have not done this","Agree","Disagree","Agree","Yes","No","Yes","No","No","No","Yes","No","No","No","No","Yes","No","No","No","TETRIS, SIMS 2, GUITAR HERO","1-2 days a week","No","No","Does not apply","Sometimes","Never","Never","Sometimes","Never","Sometimes","Never",,"Often"
"Yes","Yes","Yes","Strongly agree","Agree","Strongly agree","No","Yes","Yes","Yes","No","Yes","No","No","Yes","Yes","No","No","No","No","No","SUPER MARIO GALAXY, SUPER SMASH BROTHERS MELEE, TALES OF SYMPHONIA","1-2 days a week","Yes","Yes","Sometimes","Sometimes","Never","Sometimes","Sometimes","Never","Often","Never",,"Often"
"Yes","Yes","Yes","Agree","Agree","Agree","No","No","Yes","No","No","Yes","No","No","No","No","No","No","No","No","No","TETRIS","Less often","Yes","No","Does not apply","Never","Never","Never","Never","Never","Never","Never",,"Never"
"No","No, have not done this","Yes","Agree","Disagree","Agree","No","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","No","No","ACE COMBAT SERIES, HALO SERIES, ASSASSIN'S CREED","3-5 days a week","Yes","Yes","Often","Sometimes","Sometimes","Often","Often","Never","Sometimes","Sometimes","Often","Often"
"No","No, have not done this","No, have not done this","Disagree","Disagree","Agree","Yes","No","Yes","No","No","Yes","No","No","No","No","Yes","No","No","No","No","SOLITAIRE, CHESS, SOME PAINTING GAME I DONT KNOW WHAT ITS CALLED","Every few weeks","Yes","No","Never","Never","Never","Never","Never","Never","Often","Never",,"Never"
"Yes","No, have not done this","No, have not done this","Strongly disagree","Neither agree nor disagree","Strongly disagree","No","No","Yes","Yes","No","No","Yes","No","No","Yes","Yes","No","No","No","No"," ","Less often","Yes","Yes","Does not apply","Does not apply","Does not apply","Does not apply","Does not apply","Does not apply","Never","Never",,"Never"
"Yes","Yes","No, have not done this","Strongly agree","Neither agree nor disagree","Strongly agree","No","No","Yes","No","No","No","Yes","Yes","No","Yes","Yes","Yes","No","No","No","GUITAR HERO, NEED FOR SPEED","Every few weeks","Yes","Yes","Sometimes","Never","Never","Never","Sometimes","Never","Never","Never",,"Sometimes"
"No","Yes","No, have not done this","Strongly agree","Strongly agree","Strongly agree","Yes","No","Yes","Yes","No","Yes","No","Yes","Yes","Yes","Yes","Yes","No","No","No","I DON'T KNOW","1-2 days a week","Yes","Yes","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","Never","Often","Often","Sometimes","Sometimes"
"Yes","Yes","No, have not done this","Agree","Agree","Agree","No",,,,,,,,,,,,,"No",," ",,,,,,,,,,,,,
"Yes","Yes","No, have not done this","Agree","Agree","Strongly agree","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","No","Yes","No","No","NCAA 08,  GUITAR HERO, GHOST RECON","About once a day","Yes","Yes","Often","Sometimes","Never","Sometimes","Never","Never","Often","Sometimes","Often","Often"
"Yes","Yes","No, have not done this","Agree","Neither agree nor disagree","Strongly agree","Yes","No","No","Yes","No","Yes","Yes","Yes","No","Yes","No","Yes","No","No","No","RAYMAN RAVING RABBIDS, GUITAR HERO 3, FIFA 08","About once a day","Yes","Yes","Often","Never","Often","Sometimes","Never","Never","Sometimes","Sometimes","Sometimes","Sometimes"
"Yes","Yes","No, have not done this","Agree","Strongly agree","Strongly agree","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","No","No","Yes","Yes","No","No","No","GUITAR HERO, GRAND THEFT AUTO, I DONT KNOW WHAT ITS CALLED BUT ITS WHOLE BAND, OR U COULD JUST PUT T","Every few weeks","No","No","Sometimes","Never","Never","Never","Never","Never","Sometimes","Often","Sometimes","Sometimes"
"Yes","No, have not done this","No, have not done this","Disagree","Agree","Agree","No","No","No","No","No","No","No","No","Yes","Yes","No","No","Yes","No","No","FINAL FANTASY, KINGDOM HEARTS, RESIDENT EVIL 4","About once a day","Yes","No","Sometimes","Never","Never","Never","Sometimes","Sometimes","Sometimes","Never",,"Sometimes"
,"No, have not done this","No, have not done this","Disagree","Disagree","Agree","Yes","No","No","Yes","Yes","No","No","Yes","No","Yes","Yes","Yes","No","Yes","No","MADDEN 2008, GRAND THEFT AUTO 2K8","Several times a day","No","No","Never","Never","Never","Never","Never","Never","Sometimes","Sometimes","Never","Sometimes"
"Yes","Yes, have done this, but not in last 12 months","No, have not done this","Strongly agree","Agree","Strongly agree","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","No","No","OBLIVIAN, FARCRY, HALO 3","Several times a day","Yes","Yes","Sometimes","Never","Never","Sometimes","Sometimes","Sometimes","Never","Never",,"Often"
"No","Yes","Yes","Strongly agree","Strongly agree","Agree","Yes","No","No","Yes","Yes","Yes","No","Yes","No","No","Yes","No","No","No","Yes","NCAA FOOTBALL 08, HALO 3, FIFA 08","3-5 days a week","No","No","Sometimes","Never","Never","Never","Never","Never","Often","Sometimes","Never","Sometimes"
"No","Yes","No, have not done this","Strongly agree","Agree","Agree","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","No","No","No","KINGDOM HEARTS 1 KINGDOM HEARTS 2, SUPER SMASH BROTHERS","3-5 days a week","Yes","Yes","Often","Sometimes","Sometimes","Sometimes","Never","Often","Often","Sometimes","Sometimes","Often"
"Yes","Yes, have done this, but not in last 12 months","No, have not done this","Strongly agree","Agree","Agree","No","Yes","Yes","Yes","No","Yes","No","Yes","Yes","Yes","Yes","Yes","No","No","No","KINGDOM OF HEARTS, DEVIL MAY CRY 3, FIGHTING GAMES","1-2 days a week","Refused","Yes","Does not apply","Sometimes","Often","Often","Sometimes","Never","Sometimes","Sometimes","Sometimes","Often"
"Yes","Yes, have done this, but not in last 12 months","Yes","Strongly agree","Agree","Strongly agree","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","No","No","Yes","Yes","No","No","HALO, FIFA, MADDEN","1-2 days a week","Yes","Yes","Sometimes","Sometimes","Sometimes","Never","Never","Never","Never","Never",,"Sometimes"
"Yes","Yes, have done this, but not in last 12 months","Yes, have done this, but not in last 12 months","Agree","Disagree","Agree","Yes","Yes","No","Yes","Yes","Yes","No","Yes","No","Yes","Yes","Yes","No","No","No","NEED FOR SPEED MOST WANTED, DRAGON BALL Z, ACE COMBAT 4","About once a day","No","Yes","Never","Never","Never","Never","Never","Never","Never","Never",,"Never"
"Yes","Yes","No, have not done this","Agree","Disagree","Strongly agree","Yes","No","Yes","No","No","No","Yes","Yes","No","No","Yes","Yes","No","No","No","GRANDSTAND REVOLUTION","3-5 days a week","Yes","Yes","Sometimes","Sometimes","Does not apply","Does not apply","Does not apply","Does not apply","Sometimes","Never",,"Often"
"Yes","No, have not done this","No, have not done this","Strongly agree","Strongly disagree","Agree","No","No","Yes","Yes","No","No","No","Yes","Yes","No","Yes","No","No","No","No","TENNIS, NHL, MADDEN 07","1-2 days a week","Yes","Yes","Does not apply","Sometimes","Never","Never","Never","Never","Often","Sometimes","Sometimes","Never"
"Yes","Yes","No, have not done this","Agree","Agree","Agree","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","No","HALO 2, NARUTO: CLASH OF NINJA 2, BEJEWELED 2","About once a day","Yes","No","Never","Never","Never","Never","Sometimes","Never","Never","Never",,"Never"
"Yes","Yes","No, have not done this","Agree","Agree","Strongly agree","Yes","Yes","Yes","Yes","No","No","No","Yes","No","No","Yes","Yes","No","No","No","MADDEN, NEED FOR SPEED, NCAA MARCH MADDNESS","Every few weeks","Yes","Yes","Never","Sometimes","Never","Never","Never","Never","Sometimes","Never",,"Sometimes"
"Yes","Yes","No, have not done this","Agree","Agree","Strongly agree","No","No","Yes","No","No","No","Yes","No","No","No","Yes","No","No","No","No","THE SIMS","Every few weeks","Yes","No","Does not apply","Never","Never","Often","Often","Sometimes","Often","Sometimes","Sometimes","Never"
,"No, have not done this","No, have not done this","Agree","Agree","Agree","No",,,,,,,,,,,,,"No",," ",,,,,,,,,,,,,
"No","Yes, have done this, but not in last 12 months","No, have not done this","Strongly agree","Disagree","Agree","Yes","No","Yes","Yes","Yes","No","No","Yes","No","No","Yes","Yes","No","No","No","HALO, SKATES, RAINBOW VI VEGAS","About once a day","Yes","No","Does not apply","Never","Never","Never","Never","Never","Often","Sometimes","Sometimes","Sometimes"
"No","Yes","No, have not done this","Strongly agree","Agree","Strongly agree","Yes","Yes","Yes","Yes","No","No","No","Yes","No","No","Yes","No","Yes","No","No","PAC MAN, GRAND THEFT AUTO, TETRIS","Every few weeks","Yes","Yes","Often","Never","Never","Never","Never","Never","Often","Often","Often","Never"
"No","Yes","No, have not done this","Agree","Disagree","Strongly agree","No","Yes","No","Yes","No","Yes","No","No","Yes","Yes","No","No","No","Yes","Yes","WORLD OF WARCRAFT, MECHQUEST","Several times a day","Yes","No","Often","Sometimes","Does not apply","Sometimes","Never","Never","Sometimes","Never",,"Often"
"Yes","No, have not done this","Yes","Strongly agree","Strongly disagree","Strongly agree","No","No","Yes","No","No","Yes","No","No","No","Yes","No","No","No","Yes","No"," ","Every few weeks","Yes","Yes","Does not apply","Sometimes","Never","Sometimes","Sometimes","Never","Often","Sometimes","Sometimes","Sometimes"
,"No, have not done this","No, have not done this","Agree","Disagree","Agree","No","No","Yes","No","No","No","No","No","No","No","Yes","No","No","No","No","RACING, BASKET","1-2 days a week","Yes","Yes","Never","Never","Never","Never","Never","Never","Never","Never",,"Never"
